tweet_id,favorites,retweet_count
826615380357632002,0,3612
826598799820865537,4713,225
826598365270007810,9190,2144
826476773533745153,16886,3826
826240494070030336,12153,2379
826204788643753985,4472,842
826115272272650244,14336,2818
825876512159186944,9634,1710
825829644528148480,11688,2291
825535076884762624,52084,15938
825147591692263424,16760,4099
825120256414846976,0,1154
825026590719483904,5745,1154
824796380199809024,0,5008
824775126675836928,13675,3215
824663926340194305,9670,1620
824325613288833024,10871,9651
824297048279236611,13860,3506
824025158776213504,4400,543
823939628516474880,9758,2485
823719002937630720,0,10160
823699002998870016,12713,2272
823581115634085888,11885,2400
823333489516937216,641,20
823322678127919110,14414,3649
823269594223824897,0,9058
822975315408461824,15898,3133
822872901745569793,120525,39122
822859134160621569,12089,2074
822647212903690241,0,5853
822610361945911296,13584,2672
822489057087389700,16654,5853
822462944365645825,25754,12940
822244816520155136,32203,9058
822163064745328640,0,4296
821886076407029760,10369,2108
821813639212650496,0,3066
821765923262631936,7679,1539
821522889702862852,7364,1612
821421320206483457,0,5045
821407182352777218,10836,3932
821153421864615936,228,8
821149554670182400,7894,1794
821107785811234820,8796,1931
821044531881721856,11602,2083
820837357901512704,0,6118
820749716845686786,28972,9033
820690176645140481,11292,2956
820494788566847489,0,517
820446719150292993,0,2356
820314633777061888,3070,517
820078625395449857,18159,5679
820013781606658049,0,1065
819952236453363712,4885,1065
819924195358416896,11924,4466
819711362133872643,12244,2804
819588359383371776,8869,1835
819347104292290561,6647,1100
819238181065359361,2069,373
819227688460238848,21200,6118
819015337530290176,0,33901
819015331746349057,0,17462
819006400881917954,41909,17462
819004803107983360,80575,33901
818646164899774465,0,19089
818627210458333184,20687,6933
818614493328580609,9057,2315
818588835076603904,0,5594
818536468981415936,9980,2231
818307523543449600,0,7330
818259473185828864,10134,2040
818145370475810820,11314,2326
817908911860748288,4489,727
817827839487737858,47494,24659
817777686764523521,9948,2476
817536400337801217,10854,2683
817502432452313088,0,3079
817423860136083457,31112,13343
817415592588222464,5168,874
817181837579653120,0,7723
817171292965273600,8063,1829
817120970343411712,11231,2365
817056546584727552,7924,1494
816829038950027264,0,4308
816816676327063552,9240,1862
816697700272001025,8998,2016
816450570814898180,27999,7330
816336735214911488,7962,1769
816091915477250048,8281,1961
816062466425819140,0,924
816014286006976512,0,4794
815990720817401858,4569,924
815966073409433600,20632,7723
815745968457060357,0,3787
815736392542261248,9044,2084
815639385530101762,7580,1527
815390420867969024,9564,3506
814986499976527872,7071,1176
814638523311648768,10417,2484
814578408554463233,0,5353
814530161257443328,8042,1718
814153002265309185,26620,7951
813944609378369540,0,2911
813910438903693312,8604,1713
813812741911748608,33675,12767
813800681631023104,7675,1617
813217897535406080,17226,6740
813202720496779264,8539,1676
813187593374461952,18306,3975
813172488309972993,8564,1780
813157409116065792,7165,2030
813142292504645637,7855,2205
813130366689148928,4143,411
813127251579564032,10954,2878
813112105746448384,9552,2528
813096984823349248,9738,3321
813081950185472002,9183,2555
813066809284972545,7366,1801
813051746834595840,19426,6720
812781120811126785,6979,1764
812709060537683968,6108,1337
812503143955202048,5580,1127
812466873996607488,7365,1772
812372279581671427,12601,3365
811985624773361665,6729,1293
811744202451197953,6987,1448
811647686436880384,5174,670
811627233043480576,11770,2796
811386762094317568,19316,5869
810984652412424192,4913,1303
810896069567610880,8305,1610
810657578271330305,10137,2421
810284430598270976,32468,10330
810254108431155201,13544,3095
809920764300447744,14344,3612
809808892968534016,0,4502
809448704142938112,6439,1344
809220051211603969,18349,5147
809084759137812480,12197,3225
808838249661788160,9362,2810
808733504066486276,7305,2000
808501579447930884,10466,2419
808344865868283904,39282,19089
808134635716833280,0,5413
808106460588765185,8162,2027
808001312164028416,11538,3250
807621403335917568,13492,3328
807106840509214720,108863,50675
807059379405148160,0,6747
807010152071229440,12084,3544
806629075125202948,68806,31784
806620845233815552,0,5044
806576416489959424,4520,1774
806542213899489280,9475,2182
806242860592926720,0,10682
806219024703037440,5965,1105
805958939288408065,0,4930
805932879469572096,7664,1770
805826884734976000,6087,1689
805823200554876929,0,7334
805520635690676224,5340,1525
805487436403003392,8104,2338
805207613751304193,7273,1593
804738756058218496,12600,3538
804475857670639616,5677,1848
804413760345620481,0,2953
804026241225523202,41116,14767
803773340896923648,9308,2541
803692223237865472,0,6767
803638050916102144,10125,3827
803380650405482500,7183,1742
803321560782307329,0,4873
803276597545603072,9279,2261
802952499103731712,8371,1838
802624713319034886,0,2684
802600418706604034,6585,1364
802572683846291456,8290,2317
802323869084381190,14943,5378
802265048156610565,6442,1269
802239329049477120,8432,2406
802185808107208704,0,247
801958328846974976,7181,1564
801854953262350336,1686,217
801538201127157760,7599,1923
801285448605831168,5604,763
801167903437357056,22480,5413
801127390143516673,0,3639
801115127852503040,7464,1957
800859414831898624,638,89
800855607700029440,0,1493
800751577355128832,9837,2586
800513324630806528,12121,2769
800459316964663297,8798,2023
800443802682937345,0,3957
800388270626521089,10316,2592
800188575492947969,0,3609
800141422401830912,14166,2356
800018252395122689,26256,12074
799774291445383169,0,4289
799757965289017345,7753,1974
799422933579902976,7461,1761
799308762079035393,0,4993
799297110730567681,9149,2506
799063482566066176,7489,2308
798933969379225600,12113,4088
798925684722855936,6952,1332
798705661114773508,0,6102
798701998996647937,0,7096
798697898615730177,0,5977
798694562394996736,0,4553
798686750113755136,0,2143
798682547630837760,0,4345
798673117451325440,0,5116
798665375516884993,0,3623
798644042770751489,0,1720
798628517273620480,0,1833
798585098161549313,0,5172
798576900688019456,0,5383
798340744599797760,0,3086
798209839306514432,9675,2387
797971864723324932,10693,2849
797545162159308800,13470,4547
797236660651966464,18465,6051
797165961484890113,208,24
796904159865868288,0,8188
796865951799083009,7124,1810
796759840936919040,10894,2778
796563435802726400,0,6600
796484825502875648,6990,1620
796387464403357696,10174,3817
796177847564038144,0,13117
796149749086875649,29725,13117
796125600683540480,4597,1645
796116448414461957,8393,2207
796080075804475393,7783,2130
796031486298386433,9975,3423
795464331001561088,45680,21577
795400264262053889,9290,2636
795076730285391872,14945,5008
794983741416415232,0,3112
794926597468000259,9415,2126
794355576146903043,0,9491
794332329137291264,8879,2494
794205286408003585,8539,3061
793962221541933056,15506,4502
793845145112371200,8517,1715
793614319594401792,0,2860
793601777308463104,7365,1500
793500921481273345,9831,2191
793286476301799424,22684,8440
793271401113350145,8005,2216
793256262322548741,18455,7653
793241302385262592,9701,3019
793226087023144960,9059,2675
793210959003287553,8231,2563
793195938047070209,14090,5198
793180763617361921,6396,1835
793165685325201412,8666,2590
793150605191548928,5673,1563
793135492858580992,5942,2305
793120401413079041,11711,3607
792913359805018113,13227,3646
792883833364439040,10408,3928
792773781206999040,6800,1550
792394556390137856,12385,3947
792050063153438720,6598,1644
791821351946420224,0,19313
791784077045166082,0,8722
791780927877898241,0,3497
791774931465953280,41733,20386
791672322847637504,10811,2860
791406955684368384,12144,3787
791312159183634433,8082,2321
791026214425268224,0,3730
790987426131050500,9047,1955
790946055508652032,15430,4308
790723298204217344,0,2106
790698755171364864,7600,1767
790581949425475584,19093,6535
790337589677002753,7212,1740
790277117346975746,11545,2911
790227638568808452,0,3243
789986466051088384,8580,2106
789960241177853952,0,3738
789903600034189313,9517,3806
789628658055020548,6900,1607
789599242079838210,6223,1756
789530877013393408,10807,3112
789314372632018944,7977,2100
789280767834746880,0,4502
789268448748703744,8436,2400
789137962068021249,8967,2562
788908386943430656,25312,11447
788765914992902144,25244,9491
788552643979468800,0,6530
788412144018661376,14360,4852
788178268662984705,6722,1949
788150585577050112,5663,1183
788070120937619456,0,3166
788039637453406209,5632,1202
787810552592695296,7937,2796
787717603741622272,9432,2534
787397959788929025,10031,2621
787322443945877504,7194,1606
787111942498508800,0,6196
786963064373534720,24552,7283
786729988674449408,0,2221
786709082849828864,16857,5615
786664955043049472,9788,2322
786595970293370880,8714,2866
786363235746385920,10035,3156
786286427768250368,7377,2602
786233965241827333,13998,4296
786051337297522688,1324,143
786036967502913536,0,6390
785927819176054784,10482,2931
785872687017132033,6160,1646
785639753186217984,7217,2072
785533386513321988,8328,1802
785515384317313025,5631,1136
785264754247995392,6738,1492
785170936622350336,11064,4411
784826020293709826,9330,2953
784517518371221505,8284,2317
784431430411685888,5303,1160
784183165795655680,18464,7334
784057939640352768,27354,10160
783839966405230592,27613,9839
783821107061198850,6808,1794
783695101801398276,9614,2934
783466772167098368,7750,2045
783391753726550016,15593,5010
783347506784731136,0,5054
783334639985389568,26823,10682
783085703974514689,7533,1986
782969140009107456,22211,6748
782747134529531904,6888,1289
782722598790725632,15881,4930
782598640137187329,7169,1742
782305867769217024,15304,5045
782021823840026624,0,5624
781955203444699136,10274,3077
781661882474196992,9609,2475
781655249211752448,3678,1037
781524693396357120,19040,5044
781308096455073793,6562,2343
781251288990355457,7685,1896
781163403222056960,8989,2531
780931614150983680,19907,6600
780858289093574656,6591,1833
780800785462489090,5041,1182
780601303617732608,11070,3066
780543529827336192,5815,1600
780496263422808064,0,3358
780476555013349377,0,103
780459368902959104,4866,983
780192070812196864,7994,2044
780092040432480260,0,2084
780074436359819264,11143,4494
779834332596887552,17283,6390
779377524342161408,8034,2831
779124354206535695,0,16737
779056095788752897,13546,4136
778990705243029504,18319,6554
778774459159379968,0,8976
778764940568104960,796,328
778748913645780993,6284,1185
778650543019483137,5272,1367
778624900596654080,4234,925
778408200802557953,12564,3948
778396591732486144,0,11112
778383385161035776,5354,1000
778286810187399168,9476,3008
778039087836069888,7801,2413
778027034220126208,6019,1464
777953400541634568,0,3202
777885040357281792,5819,1485
777684233540206592,10326,2684
777641927919427584,0,3851
777621514455814149,8000,2306
777189768882946048,12969,3913
776819012571455488,0,12339
776813020089548800,4496,1099
776477788987613185,8036,2511
776249906839351296,0,8287
776218204058357768,27441,14431
776201521193218049,8790,2297
776113305656188928,10806,3957
776088319444877312,1677,140
775898661951791106,0,15250
775842724423557120,10729,2411
775733305207554048,12692,3639
775729183532220416,11917,4198
775364825476165632,6792,2670
775350846108426240,9319,3551
775085132600442880,14260,4289
774757898236878852,7907,1619
774639387460112384,6199,1575
774314403806253056,19992,4993
773985732834758656,9898,3520
773922284943896577,5896,1593
773704687002451968,6058,1469
773670353721753600,4921,1200
773547596996571136,20263,5594
773336787167145985,0,4561
773308824254029826,21346,6816
773247561583001600,8646,2953
773191612633579521,9146,3734
772877495989305348,7852,3521
772826264096874500,7351,2164
772615324260794368,0,3059
772581559778025472,5942,1555
772193107915964416,5529,1263
772152991789019136,3492,1033
772117678702071809,3459,673
772114945936949249,2519,431
772102971039580160,3665,846
771908950375665664,6002,1719
771770456517009408,10921,3086
771500966810099713,7580,2384
771380798096281600,9657,4561
771171053431250945,0,6746
771136648247640064,8394,2666
771102124360998913,5703,1303
771014301343748096,6299,1508
770787852854652928,4480,1082
770772759874076672,4753,1300
770655142660169732,6719,1636
770414278348247044,5781,1894
770293558247038976,5699,1325
770093767776997377,0,2765
770069151037685760,6940,2088
769940425801170949,28562,8656
769695466921623552,5878,1531
769335591808995329,0,7015
769212283578875904,4968,1573
768970937022709760,13079,5876
768909767477751808,0,2387
768855141948723200,3829,808
768609597686943744,3758,1077
768596291618299904,4624,1173
768554158521745409,0,5273
768473857036525572,12470,3107
768193404517830656,9895,3202
767884188863397888,4355,1253
767754930266464257,14560,4873
767500508068192258,6862,2105
767191397493538821,11224,3407
767122157629476866,9298,2585
766793450729734144,4618,1231
766714921925144576,2392,340
766693177336135680,3679,715
766423258543644672,5494,1427
766313316352462849,6193,1692
766078092750233600,0,2373
766069199026450432,3840,760
766008592277377025,3429,452
765719909049503744,6597,1950
765669560888528897,4711,1108
765395769549590528,24383,3055
765371061932261376,6517,1964
765222098633691136,10639,3059
764857477905154048,5920,1614
764259802650378240,5481,1361
763956972077010945,711,48
763837565564780549,11443,3730
763183847194451968,4917,1321
763167063695355904,0,2694
763103485927849985,6729,2067
762699858130116608,11035,3243
762471784394268675,10285,5805
762464539388485633,9397,3738
762316489655476224,4388,1015
762035686371364864,29169,14055
761976711479193600,4920,1789
761750502866649088,0,3521
761745352076779520,3916,781
761672994376806400,45186,26197
761599872357261312,3777,1073
761371037149827077,0,16338
761334018830917632,4691,1318
761292947749015552,4070,989
761227390836215808,4840,1412
761004547850530816,10357,3166
760893934457552897,3476,871
760656994973933572,6022,1711
760641137271070720,4554,1169
760539183865880579,6898,3265
760521673607086080,3829,1261
760290219849637889,24430,10379
760252756032651264,3623,784
760190180481531904,5228,1611
760153949710192640,0,27
759943073749200896,5405,1895
759846353224826880,6125,1770
759793422261743616,5435,1735
759557299618865152,4300,1087
759447681597108224,7694,2221
759446261539934208,1524,447
759197388317847553,5584,1774
759159934323924993,0,1053
759099523532779520,13286,3747
759047813560868866,5919,1809
758854675097526272,3235,823
758828659922702336,10209,3475
758474966123810816,3464,902
758467244762497024,4365,1994
758405701903519748,4754,1727
758355060040593408,3063,941
758099635764359168,17300,8976
758041019896193024,2448,334
757741869644341248,6246,2967
757729163776290825,0,7083
757725642876129280,4149,1083
757611664640446465,4180,992
757597904299253760,0,273
757596066325864448,3972,939
757400162377592832,13796,6220
757393109802180609,5335,1562
757354760399941633,4112,1280
756998049151549440,5698,1804
756939218950160384,6055,1809
756651752796094464,4557,1172
756526248105566208,9438,3222
756303284449767430,3594,984
756288534030475264,40110,15989
756275833623502848,5817,1376
755955933503782912,6675,2582
755206590534418437,14932,4829
755110668769038337,19282,10008
754874841593970688,0,7115
754856583969079297,6298,2272
754747087846248448,2352,466
754482103782404096,4807,1758
754449512966619136,3404,659
754120377874386944,7188,2130
753655901052166144,5327,1960
753420520834629632,7149,3178
753398408988139520,5230,1701
753375668877008896,6925,2084
753298634498793472,0,5111
753294487569522689,3030,939
753039830821511168,33754,18785
753026973505581056,3562,859
752932432744185856,11494,6196
752917284578922496,6327,1412
752701944171524096,0,2570
752682090207055872,5470,1432
752660715232722944,3983,1401
752568224206688256,4997,2054
752519690950500352,6670,3084
752334515931054080,3506,991
752309394570878976,0,14666
752173152931807232,5416,1634
751950017322246144,2793,815
751937170840121344,4723,1174
751830394383790080,5319,1753
751793661361422336,5272,2564
751598357617971201,7222,2770
751583847268179968,3987,992
751538714308972544,4593,1132
751456908746354688,2936,911
751251247299190784,11445,5290
751205363882532864,5738,1639
751132876104687617,4601,1167
750868782890057730,4358,1221
750719632563142656,11957,4502
750506206503038976,4024,1028
750429297815552001,11999,3851
750383411068534784,4139,1021
750381685133418496,655,25
750147208377409536,2845,864
750132105863102464,3287,1154
750117059602808832,3953,1185
750101899009982464,2785,761
750086836815486976,1973,481
750071704093859840,7085,2988
750056684286914561,2878,806
750041628174217216,2891,559
750026558547456000,2460,705
750011400160841729,2933,805
749996283729883136,2759,744
749981277374128128,4676,2230
749774190421639168,4239,1184
749417653287129088,5543,1487
749403093750648834,2384,479
749395845976588288,7777,3100
749317047558017024,4962,2013
749075273010798592,5225,1848
749064354620928000,4382,1380
749036806121881602,2810,721
748977405889503236,9760,3074
748932637671223296,5280,2024
748705597323898880,2514,855
748699167502000129,4291,1433
748692773788876800,3848,1211
748575535303884801,5514,1776
748568946752774144,1990,595
748346686624440324,4718,1105
748337862848962560,6914,3676
748324050481647620,3375,670
748307329658011649,3352,644
748220828303695873,12873,6963
747963614829678593,5240,1920
747933425676525569,6021,2311
747885874273214464,2656,862
747844099428986880,2556,664
747816857231626240,4403,1036
747651430853525504,1247,141
747648653817413632,11709,5232
747600769478692864,2111,514
747594051852075008,3328,937
747512671126323200,4994,1450
747461612269887489,3495,922
747439450712596480,4924,1727
747242308580548608,0,2582
747219827526344708,4773,1416
747204161125646336,3047,811
747103485104099331,8684,3555
746906459439529985,2650,261
746872823977771008,5436,1892
746818907684614144,4825,1561
746790600704425984,4432,1434
746757706116112384,8615,3497
746726898085036033,5500,1615
746542875601690625,4593,1718
746521445350707200,0,881
746507379341139972,4264,976
746369468511756288,5610,1459
746131877086527488,6233,1961
746056683365994496,3228,722
745789745784041472,3573,949
745712589599014916,6336,2084
745433870967832576,6398,2272
745422732645535745,7753,2162
745314880350101504,6459,2448
745074613265149952,7099,3133
745057283344719872,6579,2024
744995568523612160,2668,557
744971049620602880,7142,2399
744709971296780288,5082,1401
744334592493166593,6193,1895
744234799360020481,141603,69390
744223424764059648,1495,321
743980027717509120,3788,983
743895849529389061,3307,860
743835915802583040,0,1834
743609206067040256,4061,1245
743595368194129920,16534,5845
743545585370791937,3196,849
743510151680958465,7208,3353
743253157753532416,3828,1102
743222593470234624,5581,1707
743210557239623680,3480,1221
742534281772302336,6416,3228
742528092657332225,3996,1770
742465774154047488,6566,3538
742423170473463808,8847,3358
742385895052087300,6113,1741
742161199639494656,3909,1224
742150209887731712,4585,1376
741793263812808706,4121,1364
741743634094141440,7381,2455
741438259667034112,3334,736
741303864243200000,7914,2862
741099773336379392,9020,4927
741067306818797568,8644,2765
740995100998766593,5686,2421
740711788199743490,3073,843
740699697422163968,2573,694
740676976021798912,16402,6102
740373189193256964,31648,11902
740365076218183684,2204,378
740359016048689152,2981,783
740214038584557568,6004,1760
739979191639244800,17995,5273
739932936087216128,3639,961
739844404073074688,3437,774
739623569819336705,3422,1215
739606147276148736,4853,1475
739544079319588864,35650,18921
739485634323156992,6436,2597
739238157791694849,104482,51869
738891149612572673,88,6
738885046782832640,3410,1020
738883359779196928,2963,709
738537504001953792,4588,1366
738402415918125056,2936,731
738184450748633089,3881,1090
738166403467907072,7889,2983
738156290900254721,2227,575
737826014890496000,4705,1576
737800304142471168,8986,3124
737678689543020544,4524,1172
737445876994609152,9238,3992
737322739594330112,3245,718
737310737551491075,13239,6626
736736130620620800,3786,1526
736392552031657984,15969,6530
736365877722001409,3595,1091
736225175608430592,7309,2501
736010884653420544,7089,2661
735991953473572864,3233,1027
735648611367784448,3650,988
735635087207878657,5517,2106
735274964362878976,11783,4459
735256018284875776,3002,795
735137028879360001,2824,864
734912297295085568,2479,463
734787690684657664,11299,5678
734776360183431168,2267,482
734559631394082816,1346,347
733828123016450049,3220,703
733822306246479872,3307,904
733482008106668032,2815,836
733460102733135873,3782,1122
733109485275860992,48153,15250
732732193018155009,2178,477
732726085725589504,3205,783
732585889486888962,3277,705
732375214819057664,7262,2249
732005617171337216,13360,4794
731285275100512256,3123,882
731156023742988288,3461,1122
730924654643314689,5481,1753
730573383004487680,4356,1878
730427201120833536,3130,928
730211855403241472,3407,944
730196704625098752,4338,1669
729854734790754305,3622,995
